Codigo del ambito,Ambito,Codigo de Area(ISO3),Area,Codigo del elemento,Elemento,Codigo del producto,Producto,Codigo del year,Year,Unidad,Valor,Simbolo,Descripcion del Simbolo
"LC,""Cobertura de la tierra"",""KIR"",""Kiribati"",""5013"",""Area from WorldCover"",""6974"",""Áreas cubiertas por árboles"",""2020"",""2020"",""1000 ha"",""6.21"",""E"",""Valor estimado"""
"LC,""Cobertura de la tierra"",""KIR"",""Kiribati"",""5013"",""Area from WorldCover"",""6974"",""Áreas cubiertas por árboles"",""2021"",""2021"",""1000 ha"",""8.49"",""E"",""Valor estimado"""
"LC,""Cobertura de la tierra"",""KIR"",""Kiribati"",""5013"",""Area from WorldCover"",""6975"",""Manglares"",""2020"",""2020"",""1000 ha"",""0"",""E"",""Valor estimado"""
"LC,""Cobertura de la tierra"",""KIR"",""Kiribati"",""5013"",""Area from WorldCover"",""6975"",""Manglares"",""2021"",""2021"",""1000 ha"",""0.26"",""E"",""Valor estimado"""
"LC,""Cobertura de la tierra"",""KIR"",""Kiribati"",""5013"",""Area from WorldCover"",""6976"",""Áreas cubiertas por arbustos"",""2020"",""2020"",""1000 ha"",""1.05"",""E"",""Valor estimado"""
"LC,""Cobertura de la tierra"",""KIR"",""Kiribati"",""5013"",""Area from WorldCover"",""6976"",""Áreas cubiertas por arbustos"",""2021"",""2021"",""1000 ha"",""0.44"",""E"",""Valor estimado"""
"LC,""Cobertura de la tierra"",""KIR"",""Kiribati"",""5013"",""Area from WorldCover"",""6977"",""Vegetación arbustiva y/o herbácea, acuática o periódicamente inundada"",""2020"",""2020"",""1000 ha"",""3.05"",""E"",""Valor estimado"""
"LC,""Cobertura de la tierra"",""KIR"",""Kiribati"",""5013"",""Area from WorldCover"",""6977"",""Vegetación arbustiva y/o herbácea, acuática o periódicamente inundada"",""2021"",""2021"",""1000 ha"",""1.48"",""E"",""Valor estimado"""
"LC,""Cobertura de la tierra"",""KIR"",""Kiribati"",""5013"",""Area from WorldCover"",""6978"",""Áreas de vegetación natural dispersa"",""2020"",""2020"",""1000 ha"","""",""O"",""Valor ausente"""
"LC,""Cobertura de la tierra"",""KIR"",""Kiribati"",""5013"",""Area from WorldCover"",""6978"",""Áreas de vegetación natural dispersa"",""2021"",""2021"",""1000 ha"","""",""O"",""Valor ausente"""
"LC,""Cobertura de la tierra"",""KIR"",""Kiribati"",""5013"",""Area from WorldCover"",""6979"",""Tierras desérticas"",""2020"",""2020"",""1000 ha"",""27.68"",""E"",""Valor estimado"""
"LC,""Cobertura de la tierra"",""KIR"",""Kiribati"",""5013"",""Area from WorldCover"",""6979"",""Tierras desérticas"",""2021"",""2021"",""1000 ha"",""13.83"",""E"",""Valor estimado"""
"LC,""Cobertura de la tierra"",""KIR"",""Kiribati"",""5013"",""Area from WorldCover"",""6980"",""Nieve permanente y glaciares"",""2020"",""2020"",""1000 ha"",""0"",""E"",""Valor estimado"""
"LC,""Cobertura de la tierra"",""KIR"",""Kiribati"",""5013"",""Area from WorldCover"",""6980"",""Nieve permanente y glaciares"",""2021"",""2021"",""1000 ha"",""0"",""E"",""Valor estimado"""
"LC,""Cobertura de la tierra"",""KIR"",""Kiribati"",""5013"",""Area from WorldCover"",""6981"",""Cuerpos de aguas interiores"",""2020"",""2020"",""1000 ha"",""29.16"",""E"",""Valor estimado"""
"LC,""Cobertura de la tierra"",""KIR"",""Kiribati"",""5013"",""Area from WorldCover"",""6981"",""Cuerpos de aguas interiores"",""2021"",""2021"",""1000 ha"",""33.03"",""E"",""Valor estimado"""
"LC,""Cobertura de la tierra"",""KIR"",""Kiribati"",""5013"",""Area from WorldCover"",""6982"",""Cuerpos de agua costera y zonas intermareales"",""2020"",""2020"",""1000 ha"","""",""O"",""Valor ausente"""
"LC,""Cobertura de la tierra"",""KIR"",""Kiribati"",""5013"",""Area from WorldCover"",""6982"",""Cuerpos de agua costera y zonas intermareales"",""2021"",""2021"",""1000 ha"","""",""O"",""Valor ausente"""
"LC,""Cobertura de la tierra"",""KWT"",""Kuwait"",""5013"",""Area from WorldCover"",""6970"",""Superficies artificiales (incluidas las zonas urbanas y conexas)"",""2020"",""2020"",""1000 ha"",""65.81"",""E"",""Valor estimado"""
"LC,""Cobertura de la tierra"",""KWT"",""Kuwait"",""5013"",""Area from WorldCover"",""6970"",""Superficies artificiales (incluidas las zonas urbanas y conexas)"",""2021"",""2021"",""1000 ha"",""69.8"",""E"",""Valor estimado"""
"LC,""Cobertura de la tierra"",""KWT"",""Kuwait"",""5013"",""Area from WorldCover"",""6971"",""Cultivos herbáceos"",""2020"",""2020"",""1000 ha"",""15.28"",""E"",""Valor estimado"""
"LC,""Cobertura de la tierra"",""KWT"",""Kuwait"",""5013"",""Area from WorldCover"",""6971"",""Cultivos herbáceos"",""2021"",""2021"",""1000 ha"",""18.81"",""E"",""Valor estimado"""
"LC,""Cobertura de la tierra"",""KWT"",""Kuwait"",""5013"",""Area from WorldCover"",""6972"",""Cultivos madereros"",""2020"",""2020"",""1000 ha"","""",""O"",""Valor ausente"""
"LC,""Cobertura de la tierra"",""KWT"",""Kuwait"",""5013"",""Area from WorldCover"",""6972"",""Cultivos madereros"",""2021"",""2021"",""1000 ha"","""",""O"",""Valor ausente"""
"LC,""Cobertura de la tierra"",""KWT"",""Kuwait"",""5013"",""Area from WorldCover"",""6973"",""Cultivos múltiples o estratificados"",""2020"",""2020"",""1000 ha"","""",""O"",""Valor ausente"""
"LC,""Cobertura de la tierra"",""KWT"",""Kuwait"",""5013"",""Area from WorldCover"",""6973"",""Cultivos múltiples o estratificados"",""2021"",""2021"",""1000 ha"","""",""O"",""Valor ausente"""
"LC,""Cobertura de la tierra"",""KWT"",""Kuwait"",""5013"",""Area from WorldCover"",""6983"",""Pastizales"",""2020"",""2020"",""1000 ha"",""13.74"",""E"",""Valor estimado"""
"LC,""Cobertura de la tierra"",""KWT"",""Kuwait"",""5013"",""Area from WorldCover"",""6983"",""Pastizales"",""2021"",""2021"",""1000 ha"",""7.97"",""E"",""Valor estimado"""
"LC,""Cobertura de la tierra"",""KWT"",""Kuwait"",""5013"",""Area from WorldCover"",""6974"",""Áreas cubiertas por árboles"",""2020"",""2020"",""1000 ha"",""1.83"",""E"",""Valor estimado"""
"LC,""Cobertura de la tierra"",""KWT"",""Kuwait"",""5013"",""Area from WorldCover"",""6974"",""Áreas cubiertas por árboles"",""2021"",""2021"",""1000 ha"",""3.78"",""E"",""Valor estimado"""
"LC,""Cobertura de la tierra"",""KWT"",""Kuwait"",""5013"",""Area from WorldCover"",""6975"",""Manglares"",""2020"",""2020"",""1000 ha"",""0"",""E"",""Valor estimado"""
"LC,""Cobertura de la tierra"",""KWT"",""Kuwait"",""5013"",""Area from WorldCover"",""6975"",""Manglares"",""2021"",""2021"",""1000 ha"",""0"",""E"",""Valor estimado"""
"LC,""Cobertura de la tierra"",""KWT"",""Kuwait"",""5013"",""Area from WorldCover"",""6976"",""Áreas cubiertas por arbustos"",""2020"",""2020"",""1000 ha"",""3.26"",""E"",""Valor estimado"""
"LC,""Cobertura de la tierra"",""KWT"",""Kuwait"",""5013"",""Area from WorldCover"",""6976"",""Áreas cubiertas por arbustos"",""2021"",""2021"",""1000 ha"",""7.66"",""E"",""Valor estimado"""
"LC,""Cobertura de la tierra"",""KWT"",""Kuwait"",""5013"",""Area from WorldCover"",""6977"",""Vegetación arbustiva y/o herbácea, acuática o periódicamente inundada"",""2020"",""2020"",""1000 ha"",""0.51"",""E"",""Valor estimado"""
"LC,""Cobertura de la tierra"",""KWT"",""Kuwait"",""5013"",""Area from WorldCover"",""6977"",""Vegetación arbustiva y/o herbácea, acuática o periódicamente inundada"",""2021"",""2021"",""1000 ha"",""0.47"",""E"",""Valor estimado"""
"LC,""Cobertura de la tierra"",""KWT"",""Kuwait"",""5013"",""Area from WorldCover"",""6978"",""Áreas de vegetación natural dispersa"",""2020"",""2020"",""1000 ha"","""",""O"",""Valor ausente"""
"LC,""Cobertura de la tierra"",""KWT"",""Kuwait"",""5013"",""Area from WorldCover"",""6978"",""Áreas de vegetación natural dispersa"",""2021"",""2021"",""1000 ha"","""",""O"",""Valor ausente"""
"LC,""Cobertura de la tierra"",""KWT"",""Kuwait"",""5013"",""Area from WorldCover"",""6979"",""Tierras desérticas"",""2020"",""2020"",""1000 ha"",""1627.71"",""E"",""Valor estimado"""
"LC,""Cobertura de la tierra"",""KWT"",""Kuwait"",""5013"",""Area from WorldCover"",""6979"",""Tierras desérticas"",""2021"",""2021"",""1000 ha"",""1618.57"",""E"",""Valor estimado"""
"LC,""Cobertura de la tierra"",""KWT"",""Kuwait"",""5013"",""Area from WorldCover"",""6980"",""Nieve permanente y glaciares"",""2020"",""2020"",""1000 ha"",""0"",""E"",""Valor estimado"""
"LC,""Cobertura de la tierra"",""KWT"",""Kuwait"",""5013"",""Area from WorldCover"",""6980"",""Nieve permanente y glaciares"",""2021"",""2021"",""1000 ha"",""0"",""E"",""Valor estimado"""
"LC,""Cobertura de la tierra"",""KWT"",""Kuwait"",""5013"",""Area from WorldCover"",""6981"",""Cuerpos de aguas interiores"",""2020"",""2020"",""1000 ha"",""11.73"",""E"",""Valor estimado"""
"LC,""Cobertura de la tierra"",""KWT"",""Kuwait"",""5013"",""Area from WorldCover"",""6981"",""Cuerpos de aguas interiores"",""2021"",""2021"",""1000 ha"",""12.79"",""E"",""Valor estimado"""
"LC,""Cobertura de la tierra"",""KWT"",""Kuwait"",""5013"",""Area from WorldCover"",""6982"",""Cuerpos de agua costera y zonas intermareales"",""2020"",""2020"",""1000 ha"","""",""O"",""Valor ausente"""
"LC,""Cobertura de la tierra"",""KWT"",""Kuwait"",""5013"",""Area from WorldCover"",""6982"",""Cuerpos de agua costera y zonas intermareales"",""2021"",""2021"",""1000 ha"","""",""O"",""Valor ausente"""
"LC,""Cobertura de la tierra"",""LSO"",""Lesotho"",""5013"",""Area from WorldCover"",""6970"",""Superficies artificiales (incluidas las zonas urbanas y conexas)"",""2020"",""2020"",""1000 ha"",""21.54"",""E"",""Valor estimado"""
"LC,""Cobertura de la tierra"",""LSO"",""Lesotho"",""5013"",""Area from WorldCover"",""6970"",""Superficies artificiales (incluidas las zonas urbanas y conexas)"",""2021"",""2021"",""1000 ha"",""32.08"",""E"",""Valor estimado"""
"LC,""Cobertura de la tierra"",""LSO"",""Lesotho"",""5013"",""Area from WorldCover"",""6971"",""Cultivos herbáceos"",""2020"",""2020"",""1000 ha"",""363.35"",""E"",""Valor estimado"""
"LC,""Cobertura de la tierra"",""LSO"",""Lesotho"",""5013"",""Area from WorldCover"",""6971"",""Cultivos herbáceos"",""2021"",""2021"",""1000 ha"",""435.33"",""E"",""Valor estimado"""
"LC,""Cobertura de la tierra"",""LSO"",""Lesotho"",""5013"",""Area from WorldCover"",""6972"",""Cultivos madereros"",""2020"",""2020"",""1000 ha"","""",""O"",""Valor ausente"""
"LC,""Cobertura de la tierra"",""LSO"",""Lesotho"",""5013"",""Area from WorldCover"",""6972"",""Cultivos madereros"",""2021"",""2021"",""1000 ha"","""",""O"",""Valor ausente"""
"LC,""Cobertura de la tierra"",""LSO"",""Lesotho"",""5013"",""Area from WorldCover"",""6973"",""Cultivos múltiples o estratificados"",""2020"",""2020"",""1000 ha"","""",""O"",""Valor ausente"""
"LC,""Cobertura de la tierra"",""LSO"",""Lesotho"",""5013"",""Area from WorldCover"",""6973"",""Cultivos múltiples o estratificados"",""2021"",""2021"",""1000 ha"","""",""O"",""Valor ausente"""
"LC,""Cobertura de la tierra"",""LSO"",""Lesotho"",""5013"",""Area from WorldCover"",""6983"",""Pastizales"",""2020"",""2020"",""1000 ha"",""2495.6"",""E"",""Valor estimado"""
"LC,""Cobertura de la tierra"",""LSO"",""Lesotho"",""5013"",""Area from WorldCover"",""6983"",""Pastizales"",""2021"",""2021"",""1000 ha"",""2370.08"",""E"",""Valor estimado"""
"LC,""Cobertura de la tierra"",""LSO"",""Lesotho"",""5013"",""Area from WorldCover"",""6974"",""Áreas cubiertas por árboles"",""2020"",""2020"",""1000 ha"",""19.7"",""E"",""Valor estimado"""
"LC,""Cobertura de la tierra"",""LSO"",""Lesotho"",""5013"",""Area from WorldCover"",""6974"",""Áreas cubiertas por árboles"",""2021"",""2021"",""1000 ha"",""34.05"",""E"",""Valor estimado"""
"LC,""Cobertura de la tierra"",""LSO"",""Lesotho"",""5013"",""Area from WorldCover"",""6975"",""Manglares"",""2020"",""2020"",""1000 ha"",""0"",""E"",""Valor estimado"""
"LC,""Cobertura de la tierra"",""LSO"",""Lesotho"",""5013"",""Area from WorldCover"",""6975"",""Manglares"",""2021"",""2021"",""1000 ha"",""0"",""E"",""Valor estimado"""
"LC,""Cobertura de la tierra"",""LSO"",""Lesotho"",""5013"",""Area from WorldCover"",""6976"",""Áreas cubiertas por arbustos"",""2020"",""2020"",""1000 ha"",""109.51"",""E"",""Valor estimado"""
"LC,""Cobertura de la tierra"",""LSO"",""Lesotho"",""5013"",""Area from WorldCover"",""6976"",""Áreas cubiertas por arbustos"",""2021"",""2021"",""1000 ha"",""145.12"",""E"",""Valor estimado"""
"LC,""Cobertura de la tierra"",""LSO"",""Lesotho"",""5013"",""Area from WorldCover"",""6977"",""Vegetación arbustiva y/o herbácea, acuática o periódicamente inundada"",""2020"",""2020"",""1000 ha"",""0.92"",""E"",""Valor estimado"""
"LC,""Cobertura de la tierra"",""LSO"",""Lesotho"",""5013"",""Area from WorldCover"",""6977"",""Vegetación arbustiva y/o herbácea, acuática o periódicamente inundada"",""2021"",""2021"",""1000 ha"",""0.37"",""E"",""Valor estimado"""
"LC,""Cobertura de la tierra"",""LSO"",""Lesotho"",""5013"",""Area from WorldCover"",""6978"",""Áreas de vegetación natural dispersa"",""2020"",""2020"",""1000 ha"","""",""O"",""Valor ausente"""
"LC,""Cobertura de la tierra"",""LSO"",""Lesotho"",""5013"",""Area from WorldCover"",""6978"",""Áreas de vegetación natural dispersa"",""2021"",""2021"",""1000 ha"","""",""O"",""Valor ausente"""
"LC,""Cobertura de la tierra"",""LSO"",""Lesotho"",""5013"",""Area from WorldCover"",""6979"",""Tierras desérticas"",""2020"",""2020"",""1000 ha"",""23.22"",""E"",""Valor estimado"""
"LC,""Cobertura de la tierra"",""LSO"",""Lesotho"",""5013"",""Area from WorldCover"",""6979"",""Tierras desérticas"",""2021"",""2021"",""1000 ha"",""16.49"",""E"",""Valor estimado"""
"LC,""Cobertura de la tierra"",""LSO"",""Lesotho"",""5013"",""Area from WorldCover"",""6980"",""Nieve permanente y glaciares"",""2020"",""2020"",""1000 ha"",""0"",""E"",""Valor estimado"""
"LC,""Cobertura de la tierra"",""LSO"",""Lesotho"",""5013"",""Area from WorldCover"",""6980"",""Nieve permanente y glaciares"",""2021"",""2021"",""1000 ha"",""0"",""E"",""Valor estimado"""
"LC,""Cobertura de la tierra"",""LSO"",""Lesotho"",""5013"",""Area from WorldCover"",""6981"",""Cuerpos de aguas interiores"",""2020"",""2020"",""1000 ha"",""11.61"",""E"",""Valor estimado"""
"LC,""Cobertura de la tierra"",""LSO"",""Lesotho"",""5013"",""Area from WorldCover"",""6981"",""Cuerpos de aguas interiores"",""2021"",""2021"",""1000 ha"",""11.92"",""E"",""Valor estimado"""
"LC,""Cobertura de la tierra"",""LSO"",""Lesotho"",""5013"",""Area from WorldCover"",""6982"",""Cuerpos de agua costera y zonas intermareales"",""2020"",""2020"",""1000 ha"","""",""O"",""Valor ausente"""
"LC,""Cobertura de la tierra"",""LSO"",""Lesotho"",""5013"",""Area from WorldCover"",""6982"",""Cuerpos de agua costera y zonas intermareales"",""2021"",""2021"",""1000 ha"","""",""O"",""Valor ausente"""
"LC,""Cobertura de la tierra"",""LVA"",""Letonia"",""5013"",""Area from WorldCover"",""6970"",""Superficies artificiales (incluidas las zonas urbanas y conexas)"",""2020"",""2020"",""1000 ha"",""36.37"",""E"",""Valor estimado"""
"LC,""Cobertura de la tierra"",""LVA"",""Letonia"",""5013"",""Area from WorldCover"",""6970"",""Superficies artificiales (incluidas las zonas urbanas y conexas)"",""2021"",""2021"",""1000 ha"",""48.52"",""E"",""Valor estimado"""
"LC,""Cobertura de la tierra"",""LVA"",""Letonia"",""5013"",""Area from WorldCover"",""6971"",""Cultivos herbáceos"",""2020"",""2020"",""1000 ha"",""1221.85"",""E"",""Valor estimado"""
"LC,""Cobertura de la tierra"",""LVA"",""Letonia"",""5013"",""Area from WorldCover"",""6971"",""Cultivos herbáceos"",""2021"",""2021"",""1000 ha"",""1236.32"",""E"",""Valor estimado"""
"LC,""Cobertura de la tierra"",""LVA"",""Letonia"",""5013"",""Area from WorldCover"",""6972"",""Cultivos madereros"",""2020"",""2020"",""1000 ha"","""",""O"",""Valor ausente"""
"LC,""Cobertura de la tierra"",""LVA"",""Letonia"",""5013"",""Area from WorldCover"",""6972"",""Cultivos madereros"",""2021"",""2021"",""1000 ha"","""",""O"",""Valor ausente"""
"LC,""Cobertura de la tierra"",""LVA"",""Letonia"",""5013"",""Area from WorldCover"",""6973"",""Cultivos múltiples o estratificados"",""2020"",""2020"",""1000 ha"","""",""O"",""Valor ausente"""
"LC,""Cobertura de la tierra"",""LVA"",""Letonia"",""5013"",""Area from WorldCover"",""6973"",""Cultivos múltiples o estratificados"",""2021"",""2021"",""1000 ha"","""",""O"",""Valor ausente"""
"LC,""Cobertura de la tierra"",""LVA"",""Letonia"",""5013"",""Area from WorldCover"",""6983"",""Pastizales"",""2020"",""2020"",""1000 ha"",""1195.65"",""E"",""Valor estimado"""
"LC,""Cobertura de la tierra"",""LVA"",""Letonia"",""5013"",""Area from WorldCover"",""6983"",""Pastizales"",""2021"",""2021"",""1000 ha"",""1216.27"",""E"",""Valor estimado"""
"LC,""Cobertura de la tierra"",""LVA"",""Letonia"",""5013"",""Area from WorldCover"",""6974"",""Áreas cubiertas por árboles"",""2020"",""2020"",""1000 ha"",""3702.66"",""E"",""Valor estimado"""
"LC,""Cobertura de la tierra"",""LVA"",""Letonia"",""5013"",""Area from WorldCover"",""6974"",""Áreas cubiertas por árboles"",""2021"",""2021"",""1000 ha"",""3697.73"",""E"",""Valor estimado"""
"LC,""Cobertura de la tierra"",""LVA"",""Letonia"",""5013"",""Area from WorldCover"",""6975"",""Manglares"",""2020"",""2020"",""1000 ha"",""0"",""E"",""Valor estimado"""
"LC,""Cobertura de la tierra"",""LVA"",""Letonia"",""5013"",""Area from WorldCover"",""6975"",""Manglares"",""2021"",""2021"",""1000 ha"",""0"",""E"",""Valor estimado"""
"LC,""Cobertura de la tierra"",""LVA"",""Letonia"",""5013"",""Area from WorldCover"",""6976"",""Áreas cubiertas por arbustos"",""2020"",""2020"",""1000 ha"",""12.86"",""E"",""Valor estimado"""
"LC,""Cobertura de la tierra"",""LVA"",""Letonia"",""5013"",""Area from WorldCover"",""6976"",""Áreas cubiertas por arbustos"",""2021"",""2021"",""1000 ha"",""10.64"",""E"",""Valor estimado"""
"LC,""Cobertura de la tierra"",""LVA"",""Letonia"",""5013"",""Area from WorldCover"",""6977"",""Vegetación arbustiva y/o herbácea, acuática o periódicamente inundada"",""2020"",""2020"",""1000 ha"",""120.77"",""E"",""Valor estimado"""
"LC,""Cobertura de la tierra"",""LVA"",""Letonia"",""5013"",""Area from WorldCover"",""6977"",""Vegetación arbustiva y/o herbácea, acuática o periódicamente inundada"",""2021"",""2021"",""1000 ha"",""121.4"",""E"",""Valor estimado"""
"LC,""Cobertura de la tierra"",""LVA"",""Letonia"",""5013"",""Area from WorldCover"",""6978"",""Áreas de vegetación natural dispersa"",""2020"",""2020"",""1000 ha"","""",""O"",""Valor ausente"""
"LC,""Cobertura de la tierra"",""LVA"",""Letonia"",""5013"",""Area from WorldCover"",""6978"",""Áreas de vegetación natural dispersa"",""2021"",""2021"",""1000 ha"","""",""O"",""Valor ausente"""
"LC,""Cobertura de la tierra"",""LVA"",""Letonia"",""5013"",""Area from WorldCover"",""6979"",""Tierras desérticas"",""2020"",""2020"",""1000 ha"",""44.32"",""E"",""Valor estimado"""
"LC,""Cobertura de la tierra"",""LVA"",""Letonia"",""5013"",""Area from WorldCover"",""6979"",""Tierras desérticas"",""2021"",""2021"",""1000 ha"",""2.91"",""E"",""Valor estimado"""
"LC,""Cobertura de la tierra"",""LVA"",""Letonia"",""5013"",""Area from WorldCover"",""6980"",""Nieve permanente y glaciares"",""2020"",""2020"",""1000 ha"",""0"",""E"",""Valor estimado"""
"LC,""Cobertura de la tierra"",""LVA"",""Letonia"",""5013"",""Area from WorldCover"",""6980"",""Nieve permanente y glaciares"",""2021"",""2021"",""1000 ha"",""0"",""E"",""Valor estimado"""
"LC,""Cobertura de la tierra"",""LVA"",""Letonia"",""5013"",""Area from WorldCover"",""6981"",""Cuerpos de aguas interiores"",""2020"",""2020"",""1000 ha"",""121.68"",""E"",""Valor estimado"""
"LC,""Cobertura de la tierra"",""LVA"",""Letonia"",""5013"",""Area from WorldCover"",""6981"",""Cuerpos de aguas interiores"",""2021"",""2021"",""1000 ha"",""122.38"",""E"",""Valor estimado"""
"LC,""Cobertura de la tierra"",""LVA"",""Letonia"",""5013"",""Area from WorldCover"",""6982"",""Cuerpos de agua costera y zonas intermareales"",""2020"",""2020"",""1000 ha"","""",""O"",""Valor ausente"""
"LC,""Cobertura de la tierra"",""LVA"",""Letonia"",""5013"",""Area from WorldCover"",""6982"",""Cuerpos de agua costera y zonas intermareales"",""2021"",""2021"",""1000 ha"","""",""O"",""Valor ausente"""
"LC,""Cobertura de la tierra"",""LBN"",""Libano"",""5013"",""Area from WorldCover"",""6970"",""Superficies artificiales (incluidas las zonas urbanas y conexas)"",""2020"",""2020"",""1000 ha"",""60.8"",""E"",""Valor estimado"""
"LC,""Cobertura de la tierra"",""LBN"",""Libano"",""5013"",""Area from WorldCover"",""6970"",""Superficies artificiales (incluidas las zonas urbanas y conexas)"",""2021"",""2021"",""1000 ha"",""64.73"",""E"",""Valor estimado"""
"LC,""Cobertura de la tierra"",""LBN"",""Libano"",""5013"",""Area from WorldCover"",""6971"",""Cultivos herbáceos"",""2020"",""2020"",""1000 ha"",""78.86"",""E"",""Valor estimado"""
"LC,""Cobertura de la tierra"",""LBN"",""Libano"",""5013"",""Area from WorldCover"",""6971"",""Cultivos herbáceos"",""2021"",""2021"",""1000 ha"",""88.86"",""E"",""Valor estimado"""
"LC,""Cobertura de la tierra"",""LBN"",""Libano"",""5013"",""Area from WorldCover"",""6972"",""Cultivos madereros"",""2020"",""2020"",""1000 ha"","""",""O"",""Valor ausente"""
"LC,""Cobertura de la tierra"",""LBN"",""Libano"",""5013"",""Area from WorldCover"",""6972"",""Cultivos madereros"",""2021"",""2021"",""1000 ha"","""",""O"",""Valor ausente"""
"LC,""Cobertura de la tierra"",""LBN"",""Libano"",""5013"",""Area from WorldCover"",""6973"",""Cultivos múltiples o estratificados"",""2020"",""2020"",""1000 ha"","""",""O"",""Valor ausente"""
"LC,""Cobertura de la tierra"",""LBN"",""Libano"",""5013"",""Area from WorldCover"",""6973"",""Cultivos múltiples o estratificados"",""2021"",""2021"",""1000 ha"","""",""O"",""Valor ausente"""
"LC,""Cobertura de la tierra"",""LBN"",""Libano"",""5013"",""Area from WorldCover"",""6983"",""Pastizales"",""2020"",""2020"",""1000 ha"",""504.12"",""E"",""Valor estimado"""
"LC,""Cobertura de la tierra"",""LBN"",""Libano"",""5013"",""Area from WorldCover"",""6983"",""Pastizales"",""2021"",""2021"",""1000 ha"",""479.33"",""E"",""Valor estimado"""
"LC,""Cobertura de la tierra"",""LBN"",""Libano"",""5013"",""Area from WorldCover"",""6974"",""Áreas cubiertas por árboles"",""2020"",""2020"",""1000 ha"",""223.97"",""E"",""Valor estimado"""
"LC,""Cobertura de la tierra"",""LBN"",""Libano"",""5013"",""Area from WorldCover"",""6974"",""Áreas cubiertas por árboles"",""2021"",""2021"",""1000 ha"",""260.12"",""E"",""Valor estimado"""
"LC,""Cobertura de la tierra"",""LBN"",""Libano"",""5013"",""Area from WorldCover"",""6975"",""Manglares"",""2020"",""2020"",""1000 ha"",""0"",""E"",""Valor estimado"""
"LC,""Cobertura de la tierra"",""LBN"",""Libano"",""5013"",""Area from WorldCover"",""6975"",""Manglares"",""2021"",""2021"",""1000 ha"",""0"",""E"",""Valor estimado"""
"LC,""Cobertura de la tierra"",""LBN"",""Libano"",""5013"",""Area from WorldCover"",""6976"",""Áreas cubiertas por arbustos"",""2020"",""2020"",""1000 ha"",""68.56"",""E"",""Valor estimado"""
"LC,""Cobertura de la tierra"",""LBN"",""Libano"",""5013"",""Area from WorldCover"",""6976"",""Áreas cubiertas por arbustos"",""2021"",""2021"",""1000 ha"",""73.75"",""E"",""Valor estimado"""
"LC,""Cobertura de la tierra"",""LBN"",""Libano"",""5013"",""Area from WorldCover"",""6977"",""Vegetación arbustiva y/o herbácea, acuática o periódicamente inundada"",""2020"",""2020"",""1000 ha"",""0.47"",""E"",""Valor estimado"""
"LC,""Cobertura de la tierra"",""LBN"",""Libano"",""5013"",""Area from WorldCover"",""6977"",""Vegetación arbustiva y/o herbácea, acuática o periódicamente inundada"",""2021"",""2021"",""1000 ha"",""0.62"",""E"",""Valor estimado"""
"LC,""Cobertura de la tierra"",""LBN"",""Libano"",""5013"",""Area from WorldCover"",""6978"",""Áreas de vegetación natural dispersa"",""2020"",""2020"",""1000 ha"","""",""O"",""Valor ausente"""
"LC,""Cobertura de la tierra"",""LBN"",""Libano"",""5013"",""Area from WorldCover"",""6978"",""Áreas de vegetación natural dispersa"",""2021"",""2021"",""1000 ha"","""",""O"",""Valor ausente"""
"LC,""Cobertura de la tierra"",""LBN"",""Libano"",""5013"",""Area from WorldCover"",""6979"",""Tierras desérticas"",""2020"",""2020"",""1000 ha"",""73.95"",""E"",""Valor estimado"""
"LC,""Cobertura de la tierra"",""LBN"",""Libano"",""5013"",""Area from WorldCover"",""6979"",""Tierras desérticas"",""2021"",""2021"",""1000 ha"",""43.56"",""E"",""Valor estimado"""
"LC,""Cobertura de la tierra"",""LBN"",""Libano"",""5013"",""Area from WorldCover"",""6980"",""Nieve permanente y glaciares"",""2020"",""2020"",""1000 ha"",""0"",""E"",""Valor estimado"""
"LC,""Cobertura de la tierra"",""LBN"",""Libano"",""5013"",""Area from WorldCover"",""6980"",""Nieve permanente y glaciares"",""2021"",""2021"",""1000 ha"",""0"",""E"",""Valor estimado"""
"LC,""Cobertura de la tierra"",""LBN"",""Libano"",""5013"",""Area from WorldCover"",""6981"",""Cuerpos de aguas interiores"",""2020"",""2020"",""1000 ha"",""2.69"",""E"",""Valor estimado"""
"LC,""Cobertura de la tierra"",""LBN"",""Libano"",""5013"",""Area from WorldCover"",""6981"",""Cuerpos de aguas interiores"",""2021"",""2021"",""1000 ha"",""2.47"",""E"",""Valor estimado"""
"LC,""Cobertura de la tierra"",""LBN"",""Libano"",""5013"",""Area from WorldCover"",""6982"",""Cuerpos de agua costera y zonas intermareales"",""2020"",""2020"",""1000 ha"","""",""O"",""Valor ausente"""
"LC,""Cobertura de la tierra"",""LBN"",""Libano"",""5013"",""Area from WorldCover"",""6982"",""Cuerpos de agua costera y zonas intermareales"",""2021"",""2021"",""1000 ha"","""",""O"",""Valor ausente"""
"LC,""Cobertura de la tierra"",""LBR"",""Liberia"",""5013"",""Area from WorldCover"",""6970"",""Superficies artificiales (incluidas las zonas urbanas y conexas)"",""2020"",""2020"",""1000 ha"",""27.98"",""E"",""Valor estimado"""
"LC,""Cobertura de la tierra"",""LBR"",""Liberia"",""5013"",""Area from WorldCover"",""6970"",""Superficies artificiales (incluidas las zonas urbanas y conexas)"",""2021"",""2021"",""1000 ha"",""36.65"",""E"",""Valor estimado"""
